track_id,frame_idx,confidence,width,height,num_keypoints,isolation_score,quality_score,total_frames,avg_confidence
1,318,1.0,172,214,10,1.0,0.7665653935185186,504,0.8776281690077176
2,331,1.0,122,187,15,1.0,0.7412579571759259,591,0.9056103237591016
3,307,1.0,120,233,11,1.0,0.7505642361111111,522,0.9066431469844218
9,157,0.9395162463188171,291,284,14,1.0,0.8252639638053048,211,0.912336435363191
10,543,1.0,43,96,12,1.0,0.7074652777777778,361,0.9029559910792724
