track_id,frame_idx,confidence,width,height,num_keypoints,isolation_score,quality_score,total_frames,avg_confidence
1,565,0.9386099576950073,118,223,15,1.0,0.7230315120131882,561,0.9009336856809742
2,8,0.8817586302757263,73,183,15,1.0,0.6768625232908461,21,0.8656073893819537
4,356,1.0,77,163,13,1.0,0.7226978443287038,279,0.8538288736856112
6,578,0.9338716864585876,105,231,16,1.0,0.7174126068751018,140,0.8935806431940624
