track_id,frame_idx,confidence,width,height,num_keypoints,isolation_score,quality_score,total_frames,avg_confidence
1,261,0.9576629996299744,125,267,11,1.0,0.743422187699212,272,0.8876558962990256
2,262,0.938994824886322,180,283,16,1.0,0.7677203257878622,619,0.912208318806619
8,649,0.9424687623977661,174,229,15,1.0,0.749046966764662,542,0.9041228644082467
